product_name,product_price,product_data,product_rateing,img_link
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",2.2 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"pTron Tangent Plus V2 with 18Hrs Playback & Type-C Fast Charging, Bluetooth 5.0 Wireless Headphones with Deep Bass, IPX4 Water Resistance, Snug-fit, Voice Assistance & Built-in Mic (Black & Grey)",899," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51mcUSWSi+S._AC_UY218_.jpg
"ROCK LYFE Combo Wireless Magnet Bluetooth Earphone Headphone with Mic, Stereo Sound with Music Sports Wireless Bluetooth Headset Compatible with All Android and Phone Devices",363," Get it by Saturday, July 3FREE Delivery",3.8 out of 5 stars,https://m.media-amazon.com/images/I/31Dn03vtFvL._AC_UY218_.jpg
Aerizo F47 Wireless On-Ear Bluetooth Headphone with in-Built Mic | Deep Bass | SD Card & AUX Supported Compatible with All Smartphones/Laptop & Other Devices (Random Colours),479,"Get it Saturday, June 26 - Sunday, June 27₹80 shipping",4.1 out of 5 stars,https://m.media-amazon.com/images/I/81-YhDo2C0L._AC_UY218_.jpg
"Aroma Yellow Series NB 122 A - 20 Hours Playtime with Powerful Bass, Fast Charging & in Built Mic in Ear Bluetooth Neckband Headphones",449,"Get it Friday, June 25 - Saturday, June 26FREE Delivery",3.2 out of 5 stars,https://m.media-amazon.com/images/I/51w1mhucktL._AC_UY218_.jpg
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Black)",799," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/51K8TkvtjgL._AC_UY218_.jpg
Logitech Stereo Headset H111 (981-000612),880, FREE Delivery by Amazon,1.0 out of 5 stars,https://m.media-amazon.com/images/I/71xubl4VVZL._AC_UY218_.jpg
Ant Audio Treble 500 On -Ear HD Bluetooth Headphones with Mic (Black and Gray),559,FREE Delivery by Amazon,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61uZq13EQpL._AC_UY218_.jpg
iBall Decibel Bluetooth 5.0 Headphone with SD/FM/Alexa Built-in (Black Edition),"1,595"," Get it by Saturday, June 26FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/51Qf06OXpPL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"Boult Audio ProBass Flex Over-Ear Wireless Bluetooth Headphones with Mic & Extra Bass, Headset with Wired Connectivity Option & Long Battery Life","1,199",FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71AD5iVm62L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.5 out of 5 stars.,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),549," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/61fFdoB6VzL._AC_UY218_.jpg
"JBL Quantum 100 by Harman, Wired Over Ear Gaming Headphones with Detachable Mic for PC, Mobile, Laptop, PS4, Xbox, Nintendo Switch, VR (Black)","2,599"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71+ZD+DmiyL._AC_UY218_.jpg
"pTron Tangent Plus V2 with 18Hrs Playback & Type-C Fast Charging, Bluetooth 5.0 Wireless Headphones with Deep Bass, IPX4 Water Resistance, Snug-fit, Voice Assistance & Built-in Mic (Black & Grey)",899," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/51mcUSWSi+S._AC_UY218_.jpg
Rewy SH12 Wired & Wireless Headphone with FM and SD Card Slot for Music/Mic for Calling Control for All Smartphones (Multi-Colour),519," Get it by Friday, June 25FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61OZo0Qb02L._AC_UY218_.jpg
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Dark Green)",799," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51GJbc+43+L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"TEQNEQ Combo of Magnetic Wireless Bluetooth Headset Hands-Free Bluetooth Earphone Headphone Mic for Calling & Built-in for Lenovo,Samsung,Sony,Oppo,Vivo All Android & Apple Phones",349," Get it by Friday, June 25",4.1 out of 5 stars,https://m.media-amazon.com/images/I/31xOsKsTzbL._AC_UY218_.jpg
"Motorola Pace 110 in-Ear Headphones with Mic, Extra Bass & Alexa Built-in(Black)",495,"Get it Saturday, June 26 - Sunday, June 27",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71cCxlpdpxL._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.7 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",2.8 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Gizmore Giz MH421 Srround Sound Music, Volume Control Noise Isolation Corded Headphones with Mic",599,"Get it Sunday, June 27 - Monday, June 28",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41Tmc1Gqk-L._AC_UY218_.jpg
Buddymate W380 Wired & Wireless On-Ear Bluetooth Headphone Immersive Audio with SD/AUX Support Feature Upto 8H Playback Time for All Mobiles & Other Devices (Random Colour),549," Get it by Friday, June 25FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71002+f30VL._AC_UY218_.jpg
"Zebronics Zeb-Bang Foldable Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Call Function, 16Hrs* Playback time & Supports Voice Assistant (Blue)",849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71JmAlJ8ggL._AC_UY218_.jpg
Cosmic Byte Spider Gaming Headphone with Microphone & LED for PC/PS4/Xbox/Mobiles/Tablets (Blue),"1,129"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.1 out of 5 stars,https://m.media-amazon.com/images/I/41qYeLPwQeL._AC_UY218_.jpg
Teconica SDC478 SH12 Sports Wireless Deep bass Bluetooth Headphone with FM/SD Card Slot with Music and Calling Control with All Smart Phone (Multi Colour),529," Get it by Friday, June 25FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/41dnDNG52gL._AC_UY218_.jpg
"G S GOLDSTEIN STAR QC11 Bluetooth Earphone Wireless Headphones Sports Stereo. with QC10 Jogger Headset Bluetooth Headphones for Jogger,Running,Gyming. Compatible with All Smartphones",349,"Get it by Sunday, June 27",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41+qFMXzhVL._AC_UY218_.jpg
Earphones with Ultra Bass & Dolby Sound for All Samsung/Android/iOS Device 0.33 mm Jack - (White),148," Get it by Friday, June 25",4.0 out of 5 stars,https://m.media-amazon.com/images/I/31qTyz55CKL._AC_UY218_.jpg
Sony MDR-EX15AP In-Ear Stereo Headphones with Mic (Blue),846," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/71-bHo+2rOL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.2 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"Boult Audio ProBass Flex Over-Ear Wireless Bluetooth Headphones with Mic & Extra Bass, Headset with Wired Connectivity Option & Long Battery Life","1,199",FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71AD5iVm62L._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.5 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
Shure SRH440 Professional Studio Headphones (Black),"7,099"," Get it by Friday, June 25FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/61pWKM+z90L._AC_UY218_.jpg
Sony MDR-EX15AP In-Ear Stereo Headphones with Mic (Blue),846," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71-bHo+2rOL._AC_UY218_.jpg
Tulua SH12 Wireless/Bluetooth Headphone with FM and SD Card Slot/with Music and Calling Controls Compatible with All Android and Smart Phone (Black),499," Get it by Saturday, June 26FREE Delivery",3.6 out of 5 stars,https://m.media-amazon.com/images/I/41ndNwkaO6L._AC_UY218_.jpg
"Techfire MDR-XB450 Wired Extra Bass On-Ear Headphones with Tangle Free Cable, 3.5mm Jack, Headset with Mic for Phone Calls (Black)",399,"Get it by Saturday, July 3FREE Delivery",4.5 out of 5 stars,https://m.media-amazon.com/images/I/31yooKGR7BL._AC_UY218_.jpg
Boult Audio BassBuds Storm in-Ear Wired Earphones with Mic and Full Metal Body for Extra Bass & HD Sound with Passive Noise Cancellation (Black),349,FREE Delivery over ₹499. Fulfilled by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/7170KkO3wdL._AC_UY218_.jpg
WeCool Moonwalk Mini Earbuds with Magnetic Charging Case IPX5 Wireless Earphones with Digital Battery Indicator for Crisp Sound Bluetooth Earphones for Secure Sports Fit,799," Get it by Saturday, June 26FREE Delivery by Amazon",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61kMZ0w6WOL._AC_UY218_.jpg
"Heypex P47 Stylish Wireless Bluetooth Headset Comes with 10 Hours Total Playtime, High Bass Immersive Sound,inbuilt Mic,FM,SD Card Slot Feature for All Devices (Multi-Colour)",459," Get it by Friday, June 25FREE Delivery over ₹499. Fulfilled by Amazon",2.8 out of 5 stars,https://m.media-amazon.com/images/I/61+SSP6urnL._AC_UY218_.jpg
boAt Rockerz 510 Bluetooth On-Ear Headphone with Mic(Furious Blue),"1,374",FREE Delivery by Amazon,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61OU6uUy1SL._AC_UY218_.jpg
"Logitech H151 Headset with Noise-Cancelling Boom Microphone,3.5 mm Analog Stereo,PC/Mac/Laptop - Black","1,099",FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61l5JPGz16L._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life",849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.3 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),138,"Get it Friday, June 25 - Saturday, June 26₹81 shipping",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
FastShip High Bass Wired in-Ear Headphones Compatible with All Vivo Smartphones (White),499," Get it by Wednesday, June 30FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61nu-Wu7oYL._AC_UY218_.jpg
"Techfire Tune 200 Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 10Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black/Red)",219," Get it by Sunday, June 27FREE Delivery",3.8 out of 5 stars,https://m.media-amazon.com/images/I/618DhbUWExS._AC_UY218_.jpg
"ENVOUS E1 (Youth Choice) Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones.",399," Get it by Saturday, June 26FREE Delivery",3.7 out of 5 stars,https://m.media-amazon.com/images/I/311dj8c40eS._AC_UY218_.jpg
"Siwi In-Ear Headphones Earphones for Samsung Galaxy A21s / A 21 s Earphone Original Like Wired Stereo Deep Bass Head Hands-free Headset Earbud With Built in-line Mic, Call Answer/End Button, Music 3.5mm Aux Audio Jack (YS2, Black)",659," Get it by Thursday, June 24FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/51W2568WFpL._AC_UY218_.jpg
"RPM Euro Games Gaming Headphones Earphones with MIC for PS4, Xbox One, Nintendo Switch, PC, Android and iOS Mobile Phones - M2 Red",229,"Get it Saturday, June 26 - Sunday, June 27₹80 shipping",5.0 out of 5 stars,https://m.media-amazon.com/images/I/61J+OjFQ2yL._AC_UY218_.jpg
Aerizo FH54 Wired Solo HD Headphone with 3.5mm Jack | Deep Bass | Mic & Noise Cancellation Compatible with All Smartphones/Laptops/Tablet,359," Get it by Saturday, June 26FREE Delivery over ₹499. Fulfilled by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/41SFUMQ6F5L._AC_UY218_.jpg
"(Renewed) Logitech H110 Stereo Headset, Black & Grey",349,"Get it Friday, June 25 - Saturday, June 26FREE Delivery",2.7 out of 5 stars,https://m.media-amazon.com/images/I/516cbIuOXOL._AC_UY218_.jpg
Raptech Extra Bass Wired Headset Extra Bass On-Ear Headphone with 3.5mm Jack & in-Built Mic for Phone Calls & Tangle Free Cable Compatible with All Mobile Phone-Built Mic for Phone Calls (Blue),"1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/61-eKxPqARL._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.0 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black",no_price,none,none,Img_link_not_found
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.5 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
Shure SRH440 Professional Studio Headphones (Black),"7,099"," Get it by Friday, June 25FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/61pWKM+z90L._AC_UY218_.jpg
JBL C100SI In-Ear Headphones with Mic (Red),679," Get it by Saturday, June 26FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/619lzVoSNUL._AC_UY218_.jpg
HyperX Cloud Stinger Gaming Headset (Black),"4,690"," Get it by Thursday, June 24FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/61bVcEoMx3L._AC_UY218_.jpg
boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),549," Get it by Thursday, June 24FREE Delivery by Amazon",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61eTnFwlbOL._AC_UY218_.jpg
Nx100s Stereo Headset With Foldable Microphone,"1,199"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71fpWuOVTuL._AC_UY218_.jpg
OTOS Headphone for Mi Compatible Basic Headphones with Mic for Mi Redmi Note 9 9pro 8 8pro 7 7s 7pro Note 6 6pro 5 5pro Mi 4A 6 8 9 cc9 Poco F1 F2 Mi A1 A2 A3 K10 K20 K30 Y1 Y2 Y3 Extra Sound Bass Noise Cancellation-Assorted,349,"Get it Sunday, June 27 - Monday, June 28",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61zzoRHXevL._AC_UY218_.jpg
eTRIBO B11 Bluetooth Wireless Headphones Sport Stereo Headsets Hands-Free with Microphone and Neckband for Android and iOS Devices (Multi Colored) (Standard) (Black),349,"Get it by Friday, June 25",4.1 out of 5 stars,https://m.media-amazon.com/images/I/31Wjv75RQ8L._AC_UY218_.jpg
WeCool Moonwalk Mini Earbuds with Magnetic Charging Case IPX5 Wireless Earphones with Digital Battery Indicator for Crisp Sound Bluetooth Earphones for Secure Sports Fit,799," Get it by Saturday, June 26FREE Delivery by Amazon",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61kMZ0w6WOL._AC_UY218_.jpg
"Zebronics Zeb-Duke Bluetooth Headphone with Voice Assistant Support, Multifunction Button, AUX Input and RGB Lights","1,299"," Get it by Monday, June 28FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/714jbjaQpXL._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,1.0 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"Praxan SH-12 HD Sound Quality Deep Bass Wireless Bluetooth Headphone With Music And Calling Control Adjustable And Foldable Soft Ear Cushions With FM, Aux & Usb Compatible With All Devices (Multi color)",529," Get it by Friday, June 25FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/51U-yRhreJL._AC_UY218_.jpg
Omniversal SH-12 Sports Wireless Bluetooth Headphone with FM/SD Card Slot with Music and Calling Control (Pink),424,"Get it Friday, June 25 - Saturday, June 26",3.8 out of 5 stars,https://m.media-amazon.com/images/I/41q+jzWFgRL._AC_UY218_.jpg
"RPM Euro Games Gaming Headphones Earphones with MIC for PS4, Xbox One, Nintendo Switch, PC, Android and iOS Mobile Phones - M2 Red",659," Get it by Thursday, June 24FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61J+OjFQ2yL._AC_UY218_.jpg
LJC Unicorn Headphones for Kids Built Material for Kids| Amazing Sound Quality,410,"Get it by Friday, June 25",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51UwYzTJUXS._AC_UY218_.jpg
"Motorola Pace 110 in-Ear Headphones with Mic, Extra Bass & Alexa Built-in(Black)",495,"Get it Saturday, June 26 - Sunday, June 27",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71cCxlpdpxL._AC_UY218_.jpg
Aerizo JBT6 On-Ear Wired Extra-Bass Headphone with in-Built Mic | Tangle Free Cable | 3.5mm Jack | High Performance Compatible with All Smartphones/Laptop/Tablets,269,"Get it Saturday, June 26 - Sunday, June 27",3.5 out of 5 stars,https://m.media-amazon.com/images/I/51KDEO7FtpL._AC_UY218_.jpg
"TEQNEQ Combo of Magnetic Wireless Bluetooth Headset Hands-Free Bluetooth Earphone Headphone Mic for Calling & Built-in for Lenovo,Samsung,Sony,Oppo,Vivo All Android & Apple Phones",349," Get it by Friday, June 25",5.0 out of 5 stars,https://m.media-amazon.com/images/I/31xOsKsTzbL._AC_UY218_.jpg
"Kotion Each GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones(Blue)","1,099"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81NRXI322NL._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.3 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",2.8 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.5 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
Shure SRH440 Professional Studio Headphones (Black),"7,099"," Get it by Friday, June 25FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/61pWKM+z90L._AC_UY218_.jpg
"Cosmic Byte GS430 Gaming Headphone, 7 Color RGB LED and Microphone for PC, PS5, Xbox, Mobiles, Tablets, Laptops (Grey)","1,191"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71YK5sQzzFL._AC_UY218_.jpg
Bluetooth in-Ear Wireless Neckband Earphone with Mic Latest Bluetooth 5.0 Wireless Earphones Headphones Earbuds 8 Hours Playtime Built-in Extra Bass and Assistant Control (Black-147),499," Get it by Saturday, June 26FREE Delivery",3.6 out of 5 stars,https://m.media-amazon.com/images/I/51G8026XHAS._AC_UY218_.jpg
"ROCK LYFE Combo Wireless Magnet Bluetooth Earphone Headphone with Mic, Stereo Sound with Music Sports Wireless Bluetooth Headset Compatible with All Android and Phone Devices",363," Get it by Saturday, July 3FREE Delivery",4.5 out of 5 stars,https://m.media-amazon.com/images/I/31Dn03vtFvL._AC_UY218_.jpg
"Mingpai Future LB20 IPX5 TWS Bluetooth 5.0 Earbuds with Microphone, 9D Stereo Sound, Clear Call, Touch Control, USB-C Charge, Bluetooth V5.0, Waterproof, Secure Fit, in-Ear Headphones Earphones",899," Get it by Saturday, June 26FREE Delivery",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61tANQta8BS._AC_UY218_.jpg
Omniversal SH-12 Sports Wireless Bluetooth Headphone with FM/SD Card Slot with Music and Calling Control (Pink),424,"Get it Friday, June 25 - Saturday, June 26₹74 shipping",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41q+jzWFgRL._AC_UY218_.jpg
eTRIBO B11 Neckband Bluetooth Headphones Wireless Sport Stereo Headsets Hands-Free Earphones with Inbuilt Mic for All Smartphones & Tablets7,398," Get it by Friday, June 25FREE Delivery over ₹499. Fulfilled by Amazon",3.2 out of 5 stars,https://m.media-amazon.com/images/I/51MaP0kVUmL._AC_UY218_.jpg
"INFInxt Unicorn Wired Headphones with Adjustable Headband, 3.5 mm Jack and Tangle-Free Cord, Over On Ear Headset for Girls/Birthday Gifts/Unicorn Gift (Random Color)",599," Get it by Wednesday, June 23FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/41vRf9m5pVL._AC_UY218_.jpg
"pTron Bassbuds Vista in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, IPX4 Water/Sweat Resistant, Passive Noise Cancelation, Voice Assistance & Earbuds with Built-in HD Mic (Blue)",999," Get it by Tomorrow, June 22FREE Delivery by Amazon",1.0 out of 5 stars,https://m.media-amazon.com/images/I/41NtIoYQv-S._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.9 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
Frontech Headset+MIC FT-750   HF-3442,560," Get it by Friday, June 25FREE Delivery",3.8 out of 5 stars,https://m.media-amazon.com/images/I/318jGk6zWsL._AC_UY218_.jpg
"Prezzie Villa® Frozen Kids Wire Headphone with Mic 3.5mm Jack Bass Booster Foldable Adjustable On-Ear Headphones for School, Compatible with Cellphones, Tablets, PC (Pack of 1)",499," Get it by Friday, June 25FREE Delivery",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41SAc8DDcJS._AC_UY218_.jpg
"Boult Audio ProBass X1-WL in-Ear Wireless Earphones with 10 Hours Battery Life, Latest Bluetooth 5.0, IPX5 Sweatproof Headphones with mic (Black)",899," Get it by Thursday, June 24FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71rPLeoVzWL._AC_UY218_.jpg
"EKSA T8 Stereo Gaming Headphones for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo NES Games","1,599"," Get it by Friday, June 25FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81vjtJCTpfL._AC_UY218_.jpg
"Leaf Rush Wireless Neckband Bluetooth Earphones with Mic and 12 Hours Battery Life, Fast Charging Sweatproof Headphones with Magnetic Earbuds and Bluetooth v5.0 for Better Connectivity (Carbon Black)","1,299"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/614rUXt1D6L._AC_UY218_.jpg
boAt Rockerz 400 Bluetooth On-Ear Headphone with Mic(Grey/Green),"1,299"," Get it by Thursday, June 24FREE Delivery by Amazon",4.2 out of 5 stars,https://m.media-amazon.com/images/I/61WqF8Y6HTL._AC_UY218_.jpg
iBall Decibel Bluetooth 5.0 Headphone with SD/FM/Alexa Built-in (Black Edition),"1,595"," Get it by Saturday, June 26FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/51Qf06OXpPL._AC_UY218_.jpg
